x, y
20.340638927734783, -0.29589879874927816
40.18767378687618, -0.2925426250769604
60.227364728148096, -0.2843698606849682
80.23127406406142, -0.29043039246459823
87.95356285742271, -0.2785711693459815
96.80228787193607, -0.3300399270857939
107.60598635545225, 0.08777623768554062
113.11756340954462, 1.076471415937599
113.11043886175635, 1.8832965218039073
112.94195491603269, 2.581624579065626
113.11772227596185, 3.4076456135279667
112.95911248909398, 4.097553789507663
109.40463526989663, 4.783567785316944
101.00933945115686, 5.28755810629353
90.18475614402121, 5.284790078778158
82.43418912839223, 5.320060145306323
73.63367396126263, 4.922921018735996
71.9396935747883, 4.5019010889378865
73.98177472240997, 4.037402912111386
81.42153792346073, 3.6733308905503774
87.93915489542894, 3.719307763911288
95.30084136265593, 3.540196566563501
97.94074905882341, 3.0770939435748974
94.85231258482932, 2.43010451970027
90.07708137461734, 1.8905739351450677
83.35469781132792, 1.418622856171444
75.6835884453033, 1.1468324787837616
71.23767509752413, 1.2898793337378462
67.28830484705716, 1.6753092582322953
60.95929897382682, 2.278745225590263
55.56085924979245, 2.57143468823956
51.72575061479776, 2.7437583287544416
47.90908270469587, 3.1080102163932173
43.65433453882393, 3.5387687800877745
39.9391944898283, 3.907996829900173
35.583150652229136, 4.338400038711
31.197936496327042, 4.794392380554599
27.336834871374112, 5.206932739000632
23.260738101928816, 5.310987652591695
17.151383381265166, 5.282228976838979
10.07499655840348, 5.3092423149432735
4.777082614997442, 5.117832575561262
0.4510461995150786, 4.771624200232648
-2.001722967397373, 4.404119601709651
-3.4533037524064447, 3.8853754871505584
-3.2344652626663737, 3.3400879943054083
-3.1830658664443026, 2.7285449216325093
-3.3439669958684344, 2.2475062284598435
-2.2685941073635134, 1.5457786227415666
-0.2338574764155166, 1.0863584791415837
3.235265704999361, 0.6216585498782959
7.317173319167337, 0.22118354425947068
12.836498166223278, -0.10121844146202788